Date,Time_Block,Time_Block_Label,Hour,Minute,Demand_Forecast_MW,Solar_Forecast_MW,Wind_Forecast_MW,Generation_Forecast_MW,Net_Load_Forecast_MW,DAM_Price_Forecast
2026-01-25,37,09:00 - 09:15,9,0,6193.024,101.68731,270.29797,371.9853,5821.0386,3726.2883
2026-01-25,38,09:15 - 09:30,9,15,6197.027,101.68731,270.29797,371.9853,5825.0415,2903.2622
2026-01-25,39,09:30 - 09:45,9,30,6180.832,101.33092,270.29797,371.6289,5809.203,2764.9668
2026-01-25,40,09:45 - 10:00,9,45,6203.4556,101.33092,270.29797,371.6289,5831.8267,2484.5273
2026-01-25,41,10:00 - 10:15,10,0,6133.1733,105.27389,270.29797,375.57187,5757.6016,2420.8857
2026-01-25,42,10:15 - 10:30,10,15,6150.3545,106.15866,270.29797,376.45663,5773.898,2505.3398
2026-01-25,43,10:30 - 10:45,10,30,6133.6997,106.15866,270.29797,376.45663,5757.243,2295.3213
2026-01-25,44,10:45 - 11:00,10,45,6116.341,106.15866,270.29797,376.45663,5739.8843,2206.3198
2026-01-25,45,11:00 - 11:15,11,0,6118.8994,102.148056,270.29797,372.44604,5746.453,2287.1252
2026-01-25,46,11:15 - 11:30,11,15,6108.2637,102.148056,270.29797,372.44604,5735.8174,2164.8071
2026-01-25,47,11:30 - 11:45,11,30,6101.04,102.148056,270.29797,372.44604,5728.5938,2040.9386
2026-01-25,48,11:45 - 12:00,11,45,6102.8213,103.62598,270.29797,373.92395,5728.8975,1969.6388
2026-01-25,49,12:00 - 12:15,12,0,6087.9644,97.737015,271.1753,368.9123,5719.0522,1951.0554
2026-01-25,50,12:15 - 12:30,12,15,6090.255,97.23735,271.1753,368.41266,5721.8423,1951.0554
2026-01-25,51,12:30 - 12:45,12,30,6091.927,96.84219,271.1753,368.0175,5723.909,1981.4224
2026-01-25,52,12:45 - 13:00,12,45,6091.927,97.50504,271.1753,368.68033,5723.2466,1873.4531
2026-01-25,53,13:00 - 13:15,13,0,6094.181,93.2689,277.70886,370.97775,5723.2036,1874.1792
2026-01-25,54,13:15 - 13:30,13,15,6094.181,93.2689,277.70886,370.97775,5723.2036,1874.1061
2026-01-25,55,13:30 - 13:45,13,30,6094.181,93.2689,277.70886,370.97775,5723.2036,1900.7867
2026-01-25,56,13:45 - 14:00,13,45,6094.181,93.21735,277.70886,370.9262,5723.255,1902.9968
2026-01-25,57,14:00 - 14:15,14,0,6139.525,96.05959,278.1838,374.2434,5765.2812,1726.1647
2026-01-25,58,14:15 - 14:30,14,15,6146.3804,96.05959,278.1838,374.2434,5772.1367,1747.5297
2026-01-25,59,14:30 - 14:45,14,30,6147.1567,97.89959,278.1838,376.0834,5771.073,1735.587
2026-01-25,60,14:45 - 15:00,14,45,6147.1567,95.23563,278.1838,373.41943,5773.7373,1787.1503
2026-01-25,61,15:00 - 15:15,15,0,6228.385,93.827835,291.40625,385.23407,5843.151,1942.5248
2026-01-25,62,15:15 - 15:30,15,15,6255.3247,93.827835,299.59192,393.41974,5861.905,2052.6177
2026-01-25,63,15:30 - 15:45,15,30,6259.746,93.827835,299.02197,392.8498,5866.8965,2178.077
2026-01-25,64,15:45 - 16:00,15,45,6249.438,93.827835,299.02197,392.8498,5856.5884,2200.1382
2026-01-25,65,16:00 - 16:15,16,0,6276.046,84.13331,338.034,422.1673,5853.8784,2094.216
2026-01-25,66,16:15 - 16:30,16,15,6297.438,84.13331,336.82477,420.95807,5876.48,2239.5603
2026-01-25,67,16:30 - 16:45,16,30,6328.6016,83.40238,332.59085,415.99323,5912.6084,2491.6953
2026-01-25,68,16:45 - 17:00,16,45,6334.7065,83.40238,333.80008,417.20245,5917.504,2529.5251
2026-01-25,69,17:00 - 17:15,17,0,6342.0386,61.204937,366.76517,427.9701,5914.0684,2597.07
2026-01-25,70,17:15 - 17:30,17,15,6319.654,61.204937,370.14792,431.35284,5888.301,2923.5002
2026-01-25,71,17:30 - 17:45,17,30,6321.2925,61.204937,368.99484,430.19977,5891.093,3151.8062
2026-01-25,72,17:45 - 18:00,17,45,6343.6772,61.204937,368.99484,430.19977,5913.4775,3673.6125
2026-01-25,73,18:00 - 18:15,18,0,6317.6,24.476002,395.91592,420.39194,5897.208,4003.358
2026-01-25,74,18:15 - 18:30,18,15,6296.854,24.476002,415.78128,440.2573,5856.5967,4009.2656
2026-01-25,75,18:30 - 18:45,18,30,6301.921,24.968616,415.78128,440.7499,5861.171,4035.5488
2026-01-25,76,18:45 - 19:00,18,45,6319.934,24.968616,415.78128,440.7499,5879.184,3928.154
2026-01-25,77,19:00 - 19:15,19,0,6296.7114,23.52227,417.22083,440.7431,5855.9683,3839.5942
2026-01-25,78,19:15 - 19:30,19,15,6293.5166,23.52227,421.85043,445.3727,5848.144,3504.3684
2026-01-25,79,19:30 - 19:45,19,30,6276.3516,23.625572,421.85043,445.476,5830.8755,3485.8948
2026-01-25,80,19:45 - 20:00,19,45,6268.4697,23.625572,421.85043,445.476,5822.9937,3375.9824
2026-01-25,81,20:00 - 20:15,20,0,6168.5625,23.625572,425.11703,448.7426,5719.82,3299.1685
2026-01-25,82,20:15 - 20:30,20,15,6162.5044,23.625572,425.11703,448.7426,5713.7617,3343.0986
2026-01-25,83,20:30 - 20:45,20,30,6138.4214,23.625572,425.11703,448.7426,5689.6787,3415.7485
2026-01-25,84,20:45 - 21:00,20,45,6133.0015,23.625572,425.11703,448.7426,5684.259,3208.5645
2026-01-25,85,21:00 - 21:15,21,0,6082.5947,23.720615,425.7518,449.4724,5633.122,3149.0356
2026-01-25,86,21:15 - 21:30,21,15,6102.4756,23.720615,425.7518,449.4724,5653.003,3051.8655
2026-01-25,87,21:30 - 21:45,21,30,6090.266,23.720615,425.7518,449.4724,5640.794,3004.7878
2026-01-25,88,21:45 - 22:00,21,45,6089.338,23.720615,425.7518,449.4724,5639.865,2894.1409
2026-01-25,89,22:00 - 22:15,22,0,6053.49,23.720615,407.1494,430.87003,5622.62,2838.3765
2026-01-25,90,22:15 - 22:30,22,15,6051.0303,23.720615,402.5198,426.24042,5624.79,2801.4749
2026-01-25,91,22:30 - 22:45,22,30,6061.3237,23.720615,402.5198,426.24042,5635.0835,2827.6104
2026-01-25,92,22:45 - 23:00,22,45,6061.3237,23.720615,402.5198,426.24042,5635.0835,2748.2395
2026-01-25,93,23:00 - 23:15,23,0,6024.484,23.720615,400.59476,424.31537,5600.1685,2802.581
2026-01-25,94,23:15 - 23:30,23,15,6019.7812,23.720615,400.59476,424.31537,5595.466,2702.9001
2026-01-25,95,23:30 - 23:45,23,30,6003.4736,23.720615,400.59476,424.31537,5579.158,2665.6013
2026-01-25,96,23:45 - 00:00,23,45,5996.0396,23.720615,400.59476,424.31537,5571.724,2655.7773
